model,loss_fn,train_dir,val_dir,epochs,es_patience,label_smoothing,grad_clip_norm,scheduler_factor,scheduler_patience,num_workers,input_size,batch_size,lr,weight_decay,hidden_sizes,dropout,HFlip,VFlip,RBContrast,best_epoch,best_train_aug_loss,best_train_aug_accuracy,best_train_aug_macro_f1,best_val_loss,best_val_accuracy,best_val_macro_f1,best_val_balanced_accuracy,final_train_eval_loss,final_train_eval_accuracy,final_train_eval_macro_f1,final_train_eval_balanced_accuracy,final_val_loss,final_val_accuracy,final_val_macro_f1,final_val_balanced_accuracy,generalization_gap_macro_f1,generalization_gap_accuracy,seed,run_label
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,50,0.9582666267048229,0.7039764359351989,0.7072433583602217,1.3231330315272014,0.6121212121212121,0.6252783967418734,0.6258297258297258,0.7803964614868164,0.7967599410898379,0.7990984735976152,0.8036191626409017,1.3231330315272014,0.6121212121212121,0.6252783967418734,0.6258297258297258,0.17382007685574186,0.18463872896862588,95,repeat_trial53_seed_95
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,47,0.9372664906761863,0.7083946980854198,0.7107490153589355,1.3264130751291912,0.6060606060606061,0.6079320604523857,0.6133477633477633,0.7949890765276822,0.7893961708394698,0.7930008757770219,0.7965056360708535,1.3264130751291912,0.6060606060606061,0.6079320604523857,0.6133477633477633,0.18506881532463626,0.1833355647788637,21,repeat_trial53_seed_21
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,35,1.0186379118399187,0.6686303387334315,0.6691830711930152,1.3445875247319539,0.593939393939394,0.6034481567814901,0.6022366522366522,0.8565384528853677,0.7731958762886598,0.774978649053897,0.7776731078904993,1.3445875247319539,0.593939393939394,0.6034481567814901,0.6022366522366522,0.1715304922724069,0.17925648234926583,42,repeat_trial53_seed_42
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,32,1.0460276170210405,0.6804123711340206,0.6797395440321065,1.3417218923568726,0.593939393939394,0.6015856104658173,0.6067821067821068,0.8853395039385016,0.7363770250368189,0.7404151594850024,0.7421175523349436,1.3417218923568726,0.593939393939394,0.6015856104658173,0.6067821067821068,0.1388295490191851,0.1424376310974249,123,repeat_trial53_seed_123
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,48,0.9656785509803079,0.727540500736377,0.7311985129147975,1.3180745840072632,0.5878787878787879,0.5991438942754981,0.5966810966810967,0.7995003028349443,0.7908689248895434,0.7955638245474801,0.7989492753623187,1.3180745840072632,0.5878787878787879,0.5991438942754981,0.5966810966810967,0.196419930271982,0.20299013701075552,1,repeat_trial53_seed_1
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,64,64,0.0001,0.001,"(1024, 512)",0.35,0.5,0.5,0.3,29,1.0868072238835422,0.6686303387334315,0.6668283299482055,1.3637534777323406,0.5696969696969697,0.5843828675350414,0.5823953823953825,0.9195047237656333,0.7319587628865979,0.735380949015509,0.7352294685990338,1.3637534777323406,0.5696969696969697,0.5843828675350414,0.5823953823953825,0.15099808148046756,0.1622617931896282,7,repeat_trial53_seed_7
