model,loss_fn,train_dir,val_dir,epochs,es_patience,label_smoothing,grad_clip_norm,scheduler_factor,scheduler_patience,num_workers,input_size,batch_size,lr,weight_decay,hidden_sizes,dropout,HFlip,VFlip,RBContrast,best_epoch,best_train_aug_loss,best_train_aug_accuracy,best_train_aug_macro_f1,best_val_loss,best_val_accuracy,best_val_macro_f1,best_val_balanced_accuracy,final_train_eval_loss,final_train_eval_accuracy,final_train_eval_macro_f1,final_train_eval_balanced_accuracy,final_val_loss,final_val_accuracy,final_val_macro_f1,final_val_balanced_accuracy,generalization_gap_macro_f1,generalization_gap_accuracy,seed,run_label,stage
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,80,64,5e-05,0.0005,"(1536, 768)",0.55,0.5,0.5,0.3,16,1.459324305707758,0.46686303387334316,0.46709553986515456,1.3574882745742798,0.5757575757575758,0.5720967968921792,0.5788600288600289,1.061369614167647,0.6244477172312224,0.6252330362895189,0.6307930756843799,1.3574882745742798,0.5757575757575758,0.5720967968921792,0.5788600288600289,0.05313623939733969,0.048690141473646587,2054,local_028_seed_2054,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,96,64,0.0001,0.001,"(1024, 512)",0.55,0.5,0.5,0.3,49,1.2586772008375688,0.5375552282768777,0.5457379778433992,1.3704317808151245,0.5696969696969697,0.5665113118095929,0.5776334776334777,0.9261056916280226,0.678939617083947,0.6791357704563803,0.6802294685990338,1.3704317808151245,0.5696969696969697,0.5665113118095929,0.5776334776334777,0.11262445864678738,0.10924264738697731,2057,local_031_seed_2057,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,96,32,0.0001,0.001,"(1536, 768)",0.55,0.5,0.5,0.3,23,1.359199502251365,0.5331369661266568,0.535203549094024,1.3178631862004597,0.5575757575757576,0.5636754897413812,0.5645743145743146,1.0867432491345839,0.6509572901325479,0.6591836952254311,0.657902576489533,1.3178631862004597,0.5575757575757576,0.5636754897413812,0.5645743145743146,0.09550820548404992,0.09338153255679027,2075,local_049_seed_2075,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,80,64,0.0002,0.0005,"(1024, 512, 256)",0.45,0.5,0.5,0.5,23,1.337382890961387,0.4992636229749632,0.4928801147056981,1.349779526392619,0.5636363636363636,0.5617541269186641,0.5675324675324676,1.0756511877883563,0.6318114874815906,0.6239264699132342,0.6311755233494364,1.349779526392619,0.5636363636363636,0.5617541269186641,0.5675324675324676,0.062172342994570085,0.06817512384522695,2053,local_027_seed_2053,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.0,1.0,0.5,4,0,80,32,0.0001,0.001,"(1024, 512, 256)",0.55,0.5,0.5,0.3,61,1.172282961281863,0.5390279823269514,0.5418196326231572,1.1976248522599537,0.5636363636363636,0.5520176180820243,0.5720779220779221,0.9286447194489565,0.6332842415316642,0.6269821107557101,0.6322262479871177,1.1976248522599537,0.5636363636363636,0.5520176180820243,0.5720779220779221,0.07496449267368577,0.06964787789530058,2072,local_046_seed_2072,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,64,64,5e-05,0.0005,"(1536, 768)",0.45,0.5,0.5,0.3,19,1.2598317536440762,0.5375552282768777,0.5361750772573453,1.3692766030629475,0.5454545454545454,0.5477047710923889,0.5463203463203463,0.962305795062672,0.6715758468335787,0.6784203961642565,0.6747302737520129,1.3692766030629475,0.5454545454545454,0.5477047710923889,0.5463203463203463,0.13071562507186762,0.12612130137903332,2032,local_006_seed_2032,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.0,1.0,0.5,4,0,96,64,5e-05,0.001,"(1024, 512, 256)",0.45,0.5,0.5,0.3,41,1.2299262935465032,0.508100147275405,0.5077683416392544,1.2729398409525554,0.5393939393939394,0.5467887456763808,0.5524531024531023,0.8762245814908635,0.6377025036818851,0.6402725885340571,0.6454549114331724,1.2729398409525554,0.5393939393939394,0.5467887456763808,0.5524531024531023,0.0934838428576763,0.09830856428794565,2067,local_041_seed_2067,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,96,32,0.0001,0.001,"(1536, 768)",0.55,0.5,0.5,0.3,11,1.519687679680911,0.4521354933726068,0.45224573340679824,1.3408364057540894,0.5515151515151515,0.5356942647793116,0.5566378066378066,1.1414796737107364,0.5743740795287187,0.5567910076147311,0.5852898550724638,1.3408364057540894,0.5515151515151515,0.5356942647793116,0.5566378066378066,0.021096742835419513,0.022858928013567148,2031,local_005_seed_2031,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.03,1.0,0.5,4,0,64,32,0.0002,0.001,"(1024, 512, 256)",0.45,0.5,0.5,0.5,10,1.625463984229348,0.39322533136966126,0.38696360977404615,1.3763516545295715,0.5333333333333333,0.5356391567376831,0.5423520923520925,1.2636060470884496,0.5360824742268041,0.5360309945490093,0.544243156199678,1.3763516545295715,0.5333333333333333,0.5356391567376831,0.5423520923520925,0.0003918378113261234,0.0027491408934707806,2052,local_026_seed_2052,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.0,1.0,0.5,4,0,96,64,0.0001,0.001,"(1024, 512, 256)",0.55,0.5,0.5,0.3,58,1.2365259690718218,0.5184094256259205,0.5110016046913626,1.2916155258814495,0.5393939393939394,0.5341069733537203,0.5453102453102453,0.9249767051501707,0.6450662739322534,0.6393976124060575,0.6414492753623189,1.2916155258814495,0.5393939393939394,0.5341069733537203,0.5453102453102453,0.10529063905233726,0.10567233453831393,2065,local_039_seed_2065,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.05,1.0,0.5,4,0,80,32,0.0001,0.001,"(1024, 512, 256)",0.55,0.5,0.5,0.5,50,1.4257061698219993,0.4948453608247423,0.49313164852985303,1.3379226724306743,0.5272727272727272,0.5192536908075756,0.5341991341991341,1.177757035602223,0.5905743740795287,0.5730082118370056,0.594122383252818,1.3379226724306743,0.5272727272727272,0.5192536908075756,0.5341991341991341,0.053754521029430014,0.0633016468068015,2040,local_014_seed_2040,local_search
MLPClassifier,CrossEntropyLoss_weighted_label_smoothing,data/Split_smol/train,data/Split_smol/val,200,12,0.0,1.0,0.5,4,0,96,32,5e-05,0.001,"(1024, 512, 256)",0.55,0.5,0.5,0.3,26,1.7038635340603916,0.374079528718704,0.3764227200851684,1.3118612468242645,0.47878787878787876,0.4797052635420914,0.48044733044733046,1.1240030337463727,0.5434462444771723,0.5343578484667444,0.5391183574879227,1.3118612468242645,0.47878787878787876,0.4797052635420914,0.48044733044733046,0.05465258492465297,0.0646583656892935,2058,local_032_seed_2058,local_search
